ID	NAME	COL-1	COL-2	COL-3	COL-4	COL-5	COL-6	COL-7	COL-8	COL-9	COL-10	COL-11	COL-12	COL-13	COL-14	COL-15	COL-16	COL-17
1464	R-1464	230	179	195	208	220	230	248	220	277	230	161	256	240	208	230	256	283
1465	R-1465	230	240	179	195	248	304	283	358	366	389	395	333	314	304	314	322	374
1466	R-1466	417	419	491	486	474	474	467	476	439	485	487	464	457	499	462	464	454
1467	R-1467	161	161	110	110	139	161	139	110	139	69	110	161	139	69	110	139	139
1468	R-1468	139	0	0	69	69	69	0	69	139	69	110	110	110	69	110	110	110
1469	R-1469	318	195	161	195	220	230	195	248	256	256	289	277	277	277	277	264	277
1470	R-1470	208	195	195	161	208	208	179	230	230	110	139	195	195	195	195	161	179
1471	R-1471	283	179	240	271	230	256	240	240	256	256	256	277	300	264	248	256	283
1472	R-1472	220	161	161	161	110	139	161	179	208	208	240	230	248	208	208	195	220
1473	R-1473	337	347	406	419	404	381	343	326	350	366	383	404	371	378	356	340	337
1474	R-1474	161	195	220	240	264	264	230	264	220	179	230	230	240	240	220	195	195
1475	R-1475	518	501	544	514	509	494	480	529	484	548	511	493	478	563	516	509	496
1476	R-1476	161	220	271	230	195	220	179	161	179	195	283	248	220	220	195	161	179
1477	R-1477	110	139	240	230	195	179	139	110	110	139	208	208	195	139	139	69	69
1478	R-1478	289	289	314	304	314	294	277	333	314	385	330	322	309	347	330	337	326
1479	R-1479	536	514	556	533	554	526	514	555	501	587	538	515	491	559	523	526	528
1480	R-1480	481	481	505	493	501	470	457	507	473	542	490	482	463	518	489	499	491
1481	R-1481	445	423	429	420	447	467	450	464	434	434	381	425	409	473	432	420	413
1482	R-1482	356	376	371	353	376	381	378	381	376	322	271	371	366	378	358	347	358
1483	R-1483	110	230	161	139	139	195	161	139	230	195	161	179	179	161	139	139	208
1484	R-1484	0	110	0	0	0	69	0	0	110	0	69	0	69	0	0	0	0
1485	R-1485	300	294	343	322	240	256	230	230	271	271	322	300	304	283	283	289	294
1486	R-1486	256	264	326	322	289	322	283	309	277	240	318	277	294	326	300	248	230
1487	R-1487	230	230	208	240	195	256	230	271	240	179	240	208	240	256	248	220	230
1488	R-1488	264	208	208	179	195	195	195	208	195	110	179	139	179	208	161	161	161
1489	R-1489	195	195	179	208	208	248	195	240	220	161	208	195	195	208	195	179	179
1490	R-1490	110	69	0	139	139	139	110	110	179	110	139	179	179	161	139	139	139
1491	R-1491	0	0	0	0	69	69	0	0	69	0	0	69	110	0	0	0	0
1492	R-1492	139	195	110	230	230	230	195	179	220	139	179	208	240	179	195	208	208
1493	R-1493	110	0	110	110	69	0	0	0	69	0	69	69	110	110	110	110	110
1494	R-1494	69	0	69	0	0	0	0	0	69	0	0	69	69	69	0	69	69
1495	R-1495	220	139	179	195	161	179	161	139	195	139	0	248	220	195	161	139	179
1496	R-1496	330	271	277	256	220	230	208	208	195	0	0	161	195	220	208	161	179
1497	R-1497	256	179	161	179	195	179	161	179	208	0	69	161	179	139	179	161	161
1498	R-1498	322	326	353	347	358	309	304	300	356	378	326	366	340	330	322	333	347
1499	R-1499	289	347	330	326	340	326	333	369	337	271	309	304	318	314	318	283	294
1500	R-1500	248	277	264	248	220	283	220	277	240	208	277	240	264	277	277	256	318
1501	R-1501	230	220	289	271	248	264	248	230	240	161	139	271	264	230	220	195	208
1502	R-1502	208	110	69	69	69	69	69	69	110	0	0	110	110	69	69	69	110
1503	R-1503	476	462	485	480	480	480	478	493	458	546	512	484	467	507	467	482	498
1504	R-1504	161	69	139	256	330	353	248	195	161	69	161	179	220	179	179	179	195
1505	R-1505	353	343	337	353	318	364	347	389	353	304	358	322	340	385	376	322	322
1506	R-1506	277	343	366	358	389	371	356	419	404	383	374	387	391	389	385	399	391
1507	R-1507	343	356	358	353	353	347	337	383	371	294	304	337	337	366	350	337	326
1508	R-1508	230	179	220	208	220	208	179	195	195	69	0	179	179	208	208	179	179
1509	R-1509	383	378	358	366	330	304	294	309	333	330	337	376	371	381	381	389	403
1510	R-1510	385	381	383	401	378	371	371	393	381	347	393	371	383	403	376	369	430
1511	R-1511	369	366	376	381	389	358	350	387	366	391	383	369	371	387	356	371	428
1512	R-1512	383	383	381	389	371	366	361	385	378	300	358	364	378	409	358	369	428
1513	R-1513	389	364	391	389	403	374	383	371	383	385	300	393	393	399	350	381	436
1514	R-1514	69	110	179	139	0	69	0	0	69	0	0	139	110	69	69	0	69
1515	R-1515	110	69	0	69	110	110	110	110	161	0	110	139	161	69	69	110	110
1516	R-1516	69	0	0	0	69	0	0	0	69	0	0	69	69	0	0	69	0
1517	R-1517	208	179	161	195	179	208	195	248	220	161	208	195	179	179	195	161	161
1518	R-1518	230	264	314	309	271	289	271	264	248	139	256	271	277	240	230	179	220
1519	R-1519	256	240	283	356	387	364	347	347	347	300	283	277	256	256	230	220	195
1520	R-1520	333	283	304	347	353	343	304	289	378	361	333	374	391	376	387	409	416
1521	R-1521	294	283	300	289	289	289	277	326	309	271	289	289	289	314	309	283	294
1522	R-1522	161	161	161	139	139	139	139	179	161	110	139	139	161	110	161	139	139
1523	R-1523	208	208	179	179	179	179	179	179	208	0	0	161	195	110	139	110	161
1524	R-1524	195	240	230	208	220	220	195	248	230	161	195	195	220	220	208	179	195
1525	R-1525	361	343	376	389	337	358	356	374	356	364	358	347	350	381	376	353	343
1526	R-1526	369	337	322	309	240	248	230	240	256	208	248	264	271	256	264	256	256
1527	R-1527	322	356	333	371	343	314	343	314	374	322	309	356	358	333	353	353	340
1528	R-1528	356	376	374	378	371	397	374	417	376	366	385	350	358	366	374	350	347
1529	R-1529	220	208	179	179	161	139	110	110	139	69	110	139	139	139	110	69	110
1530	R-1530	195	195	161	139	179	195	179	179	230	0	0	195	230	179	179	179	208
1531	R-1531	366	347	337	333	318	369	353	356	330	309	304	326	343	366	343	314	330
1532	R-1532	294	240	248	277	271	300	271	318	289	248	300	271	277	271	271	240	248
1533	R-1533	69	139	110	110	240	230	220	283	289	179	139	179	230	208	230	230	208
1534	R-1534	256	248	277	248	240	256	240	256	289	0	0	220	277	230	208	195	240
1535	R-1535	195	110	110	69	69	69	69	110	110	0	0	69	69	110	69	69	69
1536	R-1536	468	445	481	466	454	444	451	452	448	509	429	466	454	482	448	467	488
1537	R-1537	110	0	69	0	69	0	0	69	0	0	0	0	0	69	0	0	69
1538	R-1538	333	248	230	248	220	230	220	230	230	208	248	248	240	240	230	220	240
1539	R-1539	69	0	69	69	69	69	69	69	139	69	69	110	110	110	110	69	69
1540	R-1540	271	220	208	240	256	240	240	208	264	195	208	240	256	230	220	240	248
1541	R-1541	391	393	411	393	395	381	378	406	411	369	347	395	393	409	381	393	389
1542	R-1542	240	208	179	179	161	179	179	161	248	110	110	195	220	139	179	179	195
1543	R-1543	248	277	277	289	326	330	326	333	322	300	314	330	371	378	358	369	374
1544	R-1544	161	139	110	195	195	240	208	195	179	69	161	161	195	179	195	139	139
1545	R-1545	220	220	271	318	309	304	283	248	271	208	240	277	304	318	300	277	248
1546	R-1546	195	195	240	256	240	230	195	220	179	161	139	139	161	179	179	161	139
1547	R-1547	256	248	294	283	220	208	179	208	220	161	230	230	230	220	208	161	161
1548	R-1548	337	309	326	330	300	333	314	347	314	300	353	314	322	340	322	300	304
1549	R-1549	139	179	195	195	179	179	139	195	230	69	139	240	248	208	195	195	220
1550	R-1550	110	110	0	0	69	69	0	0	69	0	0	0	0	0	0	0	0
1551	R-1551	179	161	179	161	179	179	179	179	179	110	0	161	179	195	161	161	179
1552	R-1552	457	442	481	476	500	455	460	468	456	550	490	481	462	488	457	490	488
1553	R-1553	208	208	179	195	195	179	220	179	240	195	179	230	230	161	179	208	208
1554	R-1554	179	208	179	195	248	230	208	208	220	161	179	195	208	161	179	179	179
1555	R-1555	230	230	240	208	208	220	208	240	230	195	208	220	220	230	220	220	208
1556	R-1556	110	69	0	69	69	110	69	110	110	0	0	69	110	69	0	69	69
1557	R-1557	220	230	179	161	208	230	240	220	248	0	0	0	240	195	179	179	208
1558	R-1558	179	195	195	271	340	314	277	248	230	179	220	248	283	248	256	256	277
1559	R-1559	337	337	343	353	378	309	347	309	385	369	314	389	378	350	340	393	383
1560	R-1560	314	289	277	283	283	300	283	314	283	256	300	277	283	283	283	264	271
1561	R-1561	442	423	462	443	465	429	437	428	437	496	364	455	447	451	419	457	467
1562	R-1562	110	69	139	110	0	69	69	0	110	0	0	69	110	0	69	69	69
1563	R-1563	371	364	378	343	309	289	289	322	371	378	371	389	383	356	356	358	385
1564	R-1564	161	69	69	69	69	69	69	69	161	69	110	110	110	69	110	69	110
1565	R-1565	139	69	139	264	322	330	322	309	271	230	230	179	179	179	161	110	110
1566	R-1566	264	179	195	208	208	230	248	256	240	208	230	208	208	208	220	179	179
1567	R-1567	208	230	256	240	208	179	139	161	179	161	208	220	208	195	179	179	179
1568	R-1568	304	277	256	256	230	248	220	264	230	161	208	195	195	230	208	195	195
1569	R-1569	139	161	139	139	110	110	69	110	139	0	0	69	110	69	69	69	69
1570	R-1570	139	69	110	110	69	69	69	69	139	0	0	0	139	69	0	69	69
1571	R-1571	240	139	161	179	139	139	161	139	161	69	0	161	179	139	161	161	161
1572	R-1572	161	110	110	139	69	110	110	69	110	0	0	69	110	69	69	69	110
1573	R-1573	139	161	139	161	139	179	161	139	69	69	139	69	69	179	179	110	69
1574	R-1574	264	256	283	374	387	385	333	283	264	277	333	314	330	333	318	304	340
1575	R-1575	300	343	309	304	337	318	300	337	337	304	314	318	318	318	326	318	330
1576	R-1576	469	437	488	462	436	411	403	467	419	488	437	437	436	469	428	448	447
1577	R-1577	230	283	304	309	304	309	304	256	300	220	240	322	333	264	256	271	264
1578	R-1578	441	416	433	433	439	458	441	483	433	456	452	420	411	454	447	433	430
1579	R-1579	195	161	161	179	161	179	161	208	179	110	179	161	179	161	161	139	139
1580	R-1580	161	179	139	139	110	139	110	195	195	110	139	161	179	161	139	161	139
1581	R-1581	179	161	161	161	195	195	179	161	208	161	0	161	195	161	139	161	179
1582	R-1582	220	161	69	161	161	110	139	69	179	110	110	139	161	69	110	139	161
1583	R-1583	208	248	230	240	256	220	248	220	256	195	161	240	248	195	230	240	240
1584	R-1584	330	381	422	416	417	413	399	420	364	364	369	353	358	403	387	364	343
1585	R-1585	314	369	391	399	416	376	366	409	397	393	350	378	385	406	393	401	366
1586	R-1586	161	110	69	110	110	69	69	110	69	0	0	69	69	110	69	0	69
1587	R-1587	240	304	314	340	366	353	330	347	300	195	256	271	304	337	326	264	289
1588	R-1588	161	161	139	139	110	195	195	179	161	0	0	139	161	139	139	110	110
1589	R-1589	0	0	0	0	69	0	69	69	110	0	0	69	110	69	0	69	69
1590	R-1590	69	0	69	69	69	110	69	69	69	69	110	69	69	110	69	69	69
1591	R-1591	139	195	283	248	208	230	179	161	161	220	283	264	248	230	195	161	139
1592	R-1592	256	179	248	256	283	289	309	364	343	322	322	304	309	337	337	300	326
1593	R-1593	69	69	139	139	110	139	139	195	179	69	161	139	139	161	139	110	139
1594	R-1594	256	300	371	340	271	304	277	248	271	240	283	314	309	304	256	256	256
1595	R-1595	361	326	376	358	283	340	350	350	364	333	283	366	381	358	343	343	356
1596	R-1596	69	0	69	69	69	69	69	69	69	0	0	69	110	69	0	0	0
1597	R-1597	0	69	69	69	69	0	0	69	0	0	69	0	69	69	69	0	0
1598	R-1598	462	467	488	476	497	452	441	489	477	547	478	490	471	491	470	502	491
1599	R-1599	230	277	230	248	271	277	256	300	283	220	256	256	264	264	271	248	248
1600	R-1600	322	256	248	289	220	318	314	304	283	220	277	277	294	314	289	264	264
1601	R-1601	484	447	500	482	468	468	470	467	453	549	475	475	464	493	458	484	493
1602	R-1602	333	289	322	371	361	326	309	256	300	369	340	374	304	330	256	347	347
1603	R-1603	330	309	337	369	350	294	264	230	318	326	340	389	371	330	326	337	347
1604	R-1604	304	326	304	322	326	350	340	376	318	248	314	283	314	318	326	264	264
1605	R-1605	406	347	406	376	387	347	350	369	385	381	350	381	371	399	374	374	389
1606	R-1606	271	347	300	289	318	333	314	340	294	240	240	240	256	277	277	248	240
1607	R-1607	161	110	110	161	110	110	0	0	0	0	0	0	0	0	0	0	0
1608	R-1608	350	343	304	326	333	361	330	361	326	304	337	318	314	337	330	304	304
1609	R-1609	161	240	248	220	230	220	179	195	208	195	220	248	240	230	220	179	179
1610	R-1610	289	139	110	139	161	161	161	179	220	139	69	230	248	230	208	220	230
1611	R-1611	161	179	248	230	230	256	230	195	208	208	230	256	248	230	230	195	195
1612	R-1612	110	139	0	110	110	139	139	161	110	0	110	69	110	110	69	69	69
1613	R-1613	240	179	220	289	340	350	343	361	356	353	371	383	376	395	391	371	343
1614	R-1614	512	504	549	528	525	513	502	537	487	574	521	509	488	553	516	528	508
1615	R-1615	248	195	139	195	208	230	240	220	277	179	179	248	277	230	240	248	271
1616	R-1616	220	256	364	361	347	326	309	256	271	294	366	385	374	318	314	277	289
1617	R-1617	69	0	69	0	69	0	69	69	69	0	0	0	69	0	0	0	69
1618	R-1618	289	220	195	179	161	161	139	69	179	195	256	264	264	240	230	230	230
1619	R-1619	240	179	179	248	208	256	208	195	195	110	208	179	195	195	161	110	69
1620	R-1620	69	69	0	69	69	0	0	0	0	0	0	0	0	0	0	0	0
1621	R-1621	195	230	294	240	110	179	139	110	161	69	161	230	220	161	110	69	110
1622	R-1622	300	240	289	322	318	337	347	356	356	326	289	330	337	304	358	364	376
1623	R-1623	289	240	304	314	314	326	318	326	294	256	326	300	333	347	337	294	271
1624	R-1624	208	277	364	350	300	248	208	195	240	277	314	337	309	248	220	195	208
1625	R-1625	195	195	195	208	161	195	161	195	179	139	179	139	161	179	161	139	161
1626	R-1626	179	195	179	161	179	179	139	179	240	240	230	230	208	161	179	179	220
1627	R-1627	139	139	139	110	69	110	139	69	139	0	0	110	139	110	110	69	110
1628	R-1628	230	110	69	139	110	139	139	139	161	161	179	161	179	161	161	161	139
1629	R-1629	416	358	397	385	340	361	358	358	322	300	374	314	330	389	374	314	337
1630	R-1630	230	230	300	330	264	289	283	271	248	248	309	304	314	300	283	248	230
1631	R-1631	230	195	139	161	208	220	220	271	240	195	195	161	179	195	220	208	208
1632	R-1632	139	110	69	69	110	69	69	69	110	0	69	110	139	0	110	110	139
1633	R-1633	69	69	0	69	110	110	69	0	69	0	69	69	139	69	69	0	0
1634	R-1634	161	195	110	179	208	220	208	161	208	110	161	179	195	110	161	179	179
1635	R-1635	220	314	256	264	271	277	271	318	309	195	220	248	271	277	271	264	264
1636	R-1636	340	361	378	347	283	337	366	337	361	300	208	343	356	322	343	340	337
1637	R-1637	277	256	277	277	264	264	271	248	289	220	248	277	283	264	283	240	271
1638	R-1638	69	0	69	0	0	0	69	0	0	0	0	0	69	69	0	0	0
1639	R-1639	309	264	230	283	309	314	300	283	353	333	340	343	337	294	318	343	347
1640	R-1640	300	230	179	179	179	161	195	179	240	240	230	256	248	230	230	248	256
1641	R-1641	475	454	485	476	490	452	462	452	468	561	488	493	470	493	482	508	495
1642	R-1642	437	441	469	463	473	450	443	481	450	551	484	478	447	499	487	496	471
1643	R-1643	326	343	309	337	356	364	347	387	347	300	330	333	337	383	364	330	337
1644	R-1644	455	476	488	485	481	468	462	496	458	520	484	468	452	499	473	485	463
1645	R-1645	69	69	0	69	0	69	69	0	69	0	0	69	110	139	69	0	69
1646	R-1646	161	69	110	161	139	179	208	179	195	208	271	256	256	195	179	161	179
1647	R-1647	385	322	264	294	230	256	271	271	300	322	353	330	343	322	318	304	337
1648	R-1648	406	403	330	369	371	393	318	289	403	492	460	422	399	395	358	371	422
1649	R-1649	283	300	264	294	277	289	283	304	294	264	277	277	294	271	289	271	277
1650	R-1650	326	366	300	326	300	337	326	366	347	340	369	343	333	340	361	337	340
1651	R-1651	179	110	110	161	110	161	161	139	139	0	0	110	139	139	139	110	139
1652	R-1652	161	161	110	161	139	161	179	179	179	110	139	139	179	139	161	139	139
1653	R-1653	208	179	161	139	69	139	139	161	208	161	277	240	248	208	208	208	256
1654	R-1654	161	179	139	110	110	110	110	139	208	195	264	248	240	195	277	248	318
1655	R-1655	488	477	502	495	494	470	468	501	462	532	489	485	457	498	471	479	472
1656	R-1656	350	356	393	369	326	340	318	304	350	322	314	366	364	314	309	337	353
1657	R-1657	283	240	208	230	248	264	230	271	353	391	374	322	314	264	248	283	353
1658	R-1658	69	69	0	69	69	69	69	110	110	0	69	69	69	0	69	69	69
1659	R-1659	361	361	337	350	350	343	333	361	356	369	366	369	364	358	374	361	361
1660	R-1660	385	399	385	385	358	381	366	409	366	343	353	333	343	387	381	343	340
1661	R-1661	455	452	429	426	416	434	422	457	426	442	452	429	416	457	443	430	423
1662	R-1662	139	139	0	69	0	69	110	0	139	0	0	110	161	69	69	110	110
1663	R-1663	161	110	69	69	139	139	139	139	161	139	139	139	139	139	139	139	110
1664	R-1664	161	139	110	161	161	161	139	110	139	69	110	139	161	110	110	139	161
1665	R-1665	283	277	248	277	294	309	289	333	271	264	277	264	256	283	277	230	248
1666	R-1666	208	289	230	230	248	264	248	294	277	195	248	230	248	230	248	220	230
1667	R-1667	179	195	139	139	139	110	110	161	208	110	110	179	195	110	139	179	179
1668	R-1668	110	139	69	69	69	110	139	110	110	0	69	69	110	69	69	69	69
1669	R-1669	69	69	110	110	69	69	69	0	69	0	69	69	69	69	69	69	0
1670	R-1670	110	110	110	69	0	69	0	69	0	0	0	0	0	69	69	0	69
1671	R-1671	283	271	248	264	314	271	264	230	294	289	294	283	283	300	256	277	277
1672	R-1672	230	208	139	195	179	161	139	139	195	195	208	220	230	179	179	179	195
1673	R-1673	195	208	110	179	179	179	161	179	179	110	161	179	179	161	179	161	139
1674	R-1674	139	139	0	69	0	0	0	69	69	0	69	0	0	0	0	0	0
1675	R-1675	289	264	289	314	264	300	283	314	289	277	304	294	277	318	300	264	271
1676	R-1676	161	69	69	69	69	69	69	110	139	110	110	139	110	110	69	110	139
1677	R-1677	208	220	220	264	300	271	264	208	208	139	161	195	264	248	248	195	195
1678	R-1678	322	304	343	340	277	294	277	283	248	240	314	289	289	304	294	248	256
1679	R-1679	389	409	494	488	401	393	333	333	283	353	442	419	403	404	371	322	314
1680	R-1680	248	248	230	240	248	256	248	289	256	208	230	230	230	220	230	240	230
1681	R-1681	208	179	179	161	139	230	264	271	256	139	69	179	195	179	208	220	208
1682	R-1682	195	256	179	240	277	277	256	283	256	230	264	256	264	256	256	240	248
1683	R-1683	300	248	195	179	230	294	304	366	383	385	378	378	401	399	391	408	389
1684	R-1684	0	0	0	69	69	69	69	69	0	0	0	0	0	0	69	69	0
1685	R-1685	0	0	0	69	139	110	161	110	0	69	69	110	69	0	110	69	0
1686	R-1686	220	240	208	208	230	256	230	256	220	179	195	208	179	220	179	179	161
1687	R-1687	429	409	408	383	350	350	340	322	326	337	358	337	322	340	340	322	322
1688	R-1688	179	139	110	139	179	161	179	179	220	161	179	195	220	139	179	208	179
1689	R-1689	110	161	69	161	161	195	208	179	195	110	161	110	139	110	69	139	110
1690	R-1690	271	318	283	289	294	314	309	340	304	248	264	264	283	283	300	271	256
1691	R-1691	462	467	482	468	493	451	444	492	464	549	475	485	461	501	477	504	484
1692	R-1692	264	289	264	256	240	283	294	271	289	208	220	256	283	240	248	264	271
1693	R-1693	277	256	240	240	248	271	283	248	256	230	277	240	240	230	264	230	248
1694	R-1694	220	139	139	179	195	179	195	139	208	208	195	220	208	139	139	208	208
1695	R-1695	240	240	208	309	326	304	220	220	208	195	208	230	248	256	264	248	256
1696	R-1696	314	326	326	322	314	343	322	361	309	248	289	283	289	309	309	283	271
1697	R-1697	69	0	69	69	0	69	69	69	69	0	0	0	69	69	0	0	69
1698	R-1698	195	195	264	330	294	264	256	248	283	110	195	161	179	179	208	195	240
1699	R-1699	161	139	0	69	69	69	69	0	0	0	69	69	110	69	69	69	69
1700	R-1700	179	304	300	220	208	256	179	179	208	318	347	294	264	248	220	195	230
1701	R-1701	240	264	208	208	240	240	256	220	271	208	220	240	248	230	240	220	248
1702	R-1702	283	294	283	289	283	300	289	326	294	264	289	289	277	264	289	271	264
1703	R-1703	139	139	139	139	139	139	161	139	195	0	0	139	179	110	139	139	161
1704	R-1704	248	256	220	248	256	256	277	256	271	195	230	256	283	208	230	248	256
1705	R-1705	161	195	248	248	220	230	230	179	208	161	220	208	230	179	195	195	179
1706	R-1706	240	161	230	294	294	314	300	248	264	289	326	300	277	264	283	277	294
1707	R-1707	220	220	161	195	248	271	264	264	330	333	322	304	326	294	294	314	318
1708	R-1708	467	465	480	472	498	461	425	468	448	553	488	481	457	484	468	491	486
1709	R-1709	309	322	283	318	340	369	337	374	337	340	353	326	333	358	361	333	322
1710	R-1710	304	289	289	294	304	340	314	340	294	300	318	289	283	314	314	277	271
1711	R-1711	248	240	208	195	161	195	161	220	179	139	161	161	161	161	179	161	161
1712	R-1712	195	110	0	110	110	139	110	110	139	110	161	69	110	69	69	69	69
1713	R-1713	110	110	110	110	69	139	110	139	139	69	139	69	110	110	69	110	69
1714	R-1714	69	69	69	69	69	69	69	69	69	69	69	69	69	0	69	69	69
1715	R-1715	139	69	69	69	0	0	0	0	69	69	0	0	0	69	69	69	0
1716	R-1716	139	179	271	240	195	195	110	179	208	208	248	264	230	179	179	161	161
1717	R-1717	161	208	161	195	208	195	179	208	220	161	139	195	208	179	195	179	179
1718	R-1718	161	69	69	69	0	110	139	139	139	0	0	110	139	69	110	110	110
1719	R-1719	330	364	366	347	371	347	369	350	364	304	304	333	356	340	350	347	353
1720	R-1720	69	69	0	0	0	69	69	0	0	0	0	0	69	69	0	0	0
1721	R-1721	69	69	0	0	69	69	69	69	69	0	0	69	69	69	0	0	69
1722	R-1722	69	69	0	0	0	69	69	69	0	0	0	0	0	0	0	0	0
1723	R-1723	289	353	326	343	353	333	347	366	356	350	318	343	343	309	314	340	326
1724	R-1724	289	264	256	240	264	248	248	248	283	271	230	264	264	220	230	264	277
1725	R-1725	208	240	304	294	304	300	283	230	240	220	271	271	294	264	256	230	208
1726	R-1726	264	264	347	330	289	248	256	256	240	264	304	294	294	271	248	230	230
1727	R-1727	443	397	401	361	361	337	314	309	304	322	277	314	333	353	376	414	417
1728	R-1728	179	161	161	179	195	179	179	179	161	161	179	161	179	161	139	179	179
1729	R-1729	350	256	161	161	161	139	161	139	208	161	179	220	220	161	179	220	248
1730	R-1730	340	304	264	264	309	330	347	416	403	385	356	337	358	343	361	381	369
1731	R-1731	283	314	318	318	314	300	318	294	314	248	264	289	326	264	277	283	277
1732	R-1732	376	326	248	277	314	271	277	248	304	314	304	330	326	283	294	343	358
1733	R-1733	248	256	139	161	195	230	208	208	240	240	240	240	248	195	208	220	208
1734	R-1734	314	208	195	264	300	326	283	314	318	283	326	300	300	271	283	294	304
1735	R-1735	195	208	195	208	230	230	208	248	230	179	195	195	248	208	208	208	195
1736	R-1736	399	343	423	369	369	347	364	376	371	417	366	383	387	393	374	399	404
1737	R-1737	240	240	179	161	161	220	208	161	139	69	110	110	139	161	161	139	139
1738	R-1738	69	69	69	0	0	69	69	69	110	0	0	69	69	0	0	69	0
1739	R-1739	179	139	139	139	139	161	139	139	179	161	139	139	161	110	110	161	139
1740	R-1740	69	0	0	0	0	0	0	69	69	0	0	69	69	0	0	0	0
1741	R-1741	139	139	110	69	0	69	0	69	69	0	0	0	0	69	69	0	0
1742	R-1742	230	139	161	161	161	179	179	139	179	69	69	161	161	110	139	139	139
1743	R-1743	69	0	0	69	69	69	69	0	0	0	0	0	0	69	0	0	0
1744	R-1744	110	139	139	240	264	220	139	110	139	110	110	139	161	110	139	161	179
1745	R-1745	161	179	161	271	300	289	208	161	179	161	195	230	230	179	179	195	240
1746	R-1746	389	387	419	387	397	356	358	378	389	441	395	413	395	376	350	391	395
1747	R-1747	411	389	438	376	414	369	364	425	403	443	391	422	393	422	401	406	409
1748	R-1748	326	294	230	248	248	283	264	309	271	248	283	248	230	271	271	248	248
1749	R-1749	195	230	195	179	161	195	195	195	240	110	139	179	240	179	195	179	208
1750	R-1750	309	294	294	304	294	294	309	283	309	240	289	300	309	277	289	277	283
1751	R-1751	283	271	277	283	294	283	283	248	294	248	277	283	283	256	264	271	248
1752	R-1752	220	230	161	179	195	161	161	161	179	139	139	161	161	110	139	179	161
1753	R-1753	69	69	0	0	0	0	0	0	69	0	0	0	0	69	0	0	0
1754	R-1754	139	230	161	139	110	139	161	161	161	110	139	110	139	139	161	139	139
1755	R-1755	208	195	179	240	208	195	220	195	208	139	179	179	195	179	161	179	161
1756	R-1756	110	110	0	69	69	69	69	69	69	0	69	69	110	0	69	69	69
1757	R-1757	350	350	330	343	369	366	358	387	347	350	356	350	353	337	350	347	337
1758	R-1758	504	457	525	488	511	475	484	496	471	572	500	504	479	523	500	514	504
1759	R-1759	139	110	161	69	69	0	69	0	69	0	0	69	110	69	69	69	69
1760	R-1760	277	195	139	179	179	179	161	139	161	0	139	139	161	139	161	139	161
1761	R-1761	330	318	374	333	294	294	283	294	271	304	353	322	289	300	277	240	248
1762	R-1762	139	110	69	139	139	179	161	161	139	69	161	110	110	110	139	110	69
1763	R-1763	289	264	230	256	264	300	277	304	264	208	277	264	248	256	264	230	240
1764	R-1764	248	304	240	220	220	230	230	289	326	289	271	300	322	248	277	322	330
1765	R-1765	139	139	230	248	294	283	264	230	208	139	220	240	271	256	256	220	208
1766	R-1766	393	408	426	432	450	408	409	399	411	495	426	439	422	423	389	453	429
1767	R-1767	139	179	230	195	179	208	139	139	230	289	304	283	264	220	195	179	256
1768	R-1768	347	391	353	322	371	347	340	381	358	300	314	347	343	333	347	350	353
1769	R-1769	309	326	300	309	322	322	300	330	333	289	304	318	314	309	300	304	300
1770	R-1770	179	179	179	139	161	110	161	110	161	0	0	161	161	139	139	139	139
1771	R-1771	161	69	110	69	0	0	0	0	0	0	0	0	0	0	69	0	0
1772	R-1772	161	139	110	110	110	110	139	110	179	110	110	139	161	69	110	161	161
1773	R-1773	350	309	333	374	364	374	356	364	337	356	366	369	383	413	404	391	378
1774	R-1774	326	376	358	374	381	358	356	340	378	385	350	378	383	353	340	395	371
1775	R-1775	378	395	413	389	425	378	378	417	409	504	417	434	411	430	428	456	426
1776	R-1776	195	179	139	179	161	208	179	220	161	69	110	110	161	179	161	110	69
1777	R-1777	378	385	409	387	374	358	385	366	366	371	364	378	376	376	356	374	371
1778	R-1778	330	353	385	322	376	340	353	353	356	300	277	337	322	326	326	330	333
1779	R-1779	220	110	69	110	69	69	110	110	139	110	139	139	139	110	139	110	110
1780	R-1780	314	248	230	256	264	230	248	248	283	294	264	277	277	230	264	283	264
1781	R-1781	451	462	462	457	475	429	429	464	442	530	461	467	449	464	439	488	477
1782	R-1782	481	476	500	493	489	479	469	514	472	569	508	498	469	538	510	519	488
1783	R-1783	271	248	256	248	264	277	248	220	314	356	337	314	304	264	271	256	318
1784	R-1784	264	110	69	69	69	110	69	69	139	69	139	161	139	110	139	110	139
1785	R-1785	69	0	0	0	0	0	0	69	0	0	0	0	0	0	69	0	0
1786	R-1786	161	195	139	179	195	195	195	220	208	161	161	195	208	161	195	179	179
1787	R-1787	139	179	110	110	139	139	139	161	161	69	139	139	139	69	110	110	110
1788	R-1788	240	264	240	248	264	271	256	294	256	208	240	256	248	256	256	240	230
1789	R-1789	208	208	220	230	220	208	220	195	248	0	110	220	240	179	161	220	208
1790	R-1790	69	69	110	161	139	179	69	69	69	0	0	69	69	0	69	0	69
1791	R-1791	350	304	353	353	343	361	343	356	314	304	337	309	322	381	340	309	304
1792	R-1792	220	283	230	248	240	264	264	240	256	220	256	240	256	220	230	248	240
1793	R-1793	161	161	110	139	139	161	139	161	139	69	139	139	161	110	161	139	139
1794	R-1794	309	294	318	330	314	337	347	387	356	347	364	333	322	333	340	309	294
